,Longitude (x),Latitude (y),Year,Month,Day,Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,Date
0,-79.4,43.63,2017.0,1,1,00:00:00,1.5,-3.6,69.0,26.0,39.0,16.1,99.81,Clear-OR-Cloudy,2017-01-01 00:00:00
1,-79.4,43.63,2017.0,1,1,01:00:00,1.5,-3.9,67.0,27.0,35.0,16.1,100.01,Clear-OR-Cloudy,2017-01-01 01:00:00
2,-79.4,43.63,2017.0,1,1,03:00:00,1.2,-4.3,67.0,26.0,37.0,16.1,100.32,Clear-OR-Cloudy,2017-01-01 03:00:00
3,-79.4,43.63,2017.0,1,1,04:00:00,1.3,-4.4,66.0,26.0,28.0,16.1,100.48,Clear-OR-Cloudy,2017-01-01 04:00:00
4,-79.4,43.63,2017.0,1,1,05:00:00,1.0,-4.1,69.0,23.0,30.0,16.1,100.55,Clear-OR-Cloudy,2017-01-01 05:00:00
5,-79.4,43.63,2017.0,1,1,06:00:00,0.7,-4.4,69.0,24.0,35.0,16.1,100.65,Clear-OR-Cloudy,2017-01-01 06:00:00
6,-79.4,43.63,2017.0,1,1,07:00:00,0.0,-4.8,70.0,24.0,28.0,16.1,100.79,Clear-OR-Cloudy,2017-01-01 07:00:00
7,-79.4,43.63,2017.0,1,1,08:00:00,-0.3,-5.3,69.0,25.0,26.0,16.1,100.93,Clear-OR-Cloudy,2017-01-01 08:00:00
8,-79.4,43.63,2017.0,1,1,09:00:00,-0.1,-5.5,67.0,27.0,26.0,16.1,101.06,Clear-OR-Cloudy,2017-01-01 09:00:00
9,-79.4,43.63,2017.0,1,1,10:00:00,1.0,-5.2,63.0,25.0,22.0,16.1,101.18,Clear-OR-Cloudy,2017-01-01 10:00:00
10,-79.4,43.63,2017.0,1,1,11:00:00,1.9,-5.3,59.0,25.0,26.0,16.1,101.27,Clear-OR-Cloudy,2017-01-01 11:00:00
11,-79.4,43.63,2017.0,1,1,12:00:00,2.6,-5.3,56.0,23.0,18.0,16.1,101.22,Clear-OR-Cloudy,2017-01-01 12:00:00
12,-79.4,43.63,2017.0,1,1,13:00:00,2.6,-5.8,54.0,23.0,18.0,16.1,101.23,Clear-OR-Cloudy,2017-01-01 13:00:00
13,-79.4,43.63,2017.0,1,1,14:00:00,3.0,-5.5,54.0,23.0,17.0,16.1,101.21,Clear-OR-Cloudy,2017-01-01 14:00:00
14,-79.4,43.63,2017.0,1,1,15:00:00,2.9,-5.4,54.0,23.0,15.0,16.1,101.29,Clear-OR-Cloudy,2017-01-01 15:00:00
15,-79.4,43.63,2017.0,1,1,16:00:00,2.8,-4.9,57.0,23.0,21.0,16.1,101.38,Clear-OR-Cloudy,2017-01-01 16:00:00
16,-79.4,43.63,2017.0,1,1,17:00:00,1.8,-4.9,61.0,22.0,15.0,16.1,101.45,Clear-OR-Cloudy,2017-01-01 17:00:00
17,-79.4,43.63,2017.0,1,1,18:00:00,2.2,-4.6,61.0,23.0,18.0,16.1,101.59,Clear-OR-Cloudy,2017-01-01 18:00:00
18,-79.4,43.63,2017.0,1,1,19:00:00,1.2,-3.5,71.0,25.0,11.0,16.1,101.6,Clear-OR-Cloudy,2017-01-01 19:00:00
19,-79.4,43.63,2017.0,1,1,20:00:00,1.6,-2.2,76.0,25.0,18.0,16.1,101.66,Clear-OR-Cloudy,2017-01-01 20:00:00
20,-79.4,43.63,2017.0,1,1,21:00:00,0.7,-3.4,74.0,24.0,15.0,16.1,101.73,Clear-OR-Cloudy,2017-01-01 21:00:00
21,-79.4,43.63,2017.0,1,1,22:00:00,0.9,-2.9,76.0,23.0,11.0,16.1,101.76,Clear-OR-Cloudy,2017-01-01 22:00:00
22,-79.4,43.63,2017.0,1,1,23:00:00,0.6,-3.2,76.0,22.0,8.0,16.1,101.77,Clear-OR-Cloudy,2017-01-01 23:00:00
23,-79.4,43.63,2017.0,1,2,01:00:00,-0.5,-2.7,85.0,3.0,4.0,16.1,101.77,Clear-OR-Cloudy,2017-01-02 01:00:00
24,-79.4,43.63,2017.0,1,2,02:00:00,0.7,-1.9,83.0,5.0,13.0,16.1,101.77,Clear-OR-Cloudy,2017-01-02 02:00:00
25,-79.4,43.63,2017.0,1,2,03:00:00,0.6,-2.6,79.0,6.0,17.0,16.1,101.82,Clear-OR-Cloudy,2017-01-02 03:00:00
26,-79.4,43.63,2017.0,1,2,04:00:00,1.2,-2.2,78.0,6.0,22.0,16.1,101.78,Clear-OR-Cloudy,2017-01-02 04:00:00
27,-79.4,43.63,2017.0,1,2,05:00:00,1.0,-1.4,84.0,6.0,15.0,16.1,101.82,Clear-OR-Cloudy,2017-01-02 05:00:00
28,-79.4,43.63,2017.0,1,2,06:00:00,2.0,0.5,90.0,6.0,21.0,12.9,101.77,Clear-OR-Cloudy,2017-01-02 06:00:00
29,-79.4,43.63,2017.0,1,2,07:00:00,3.0,0.2,82.0,8.0,17.0,16.1,101.78,Clear-OR-Cloudy,2017-01-02 07:00:00
30,-79.4,43.63,2017.0,1,2,08:00:00,2.7,0.1,83.0,6.0,26.0,16.1,101.81,Clear-OR-Cloudy,2017-01-02 08:00:00
31,-79.4,43.63,2017.0,1,2,09:00:00,2.3,0.4,87.0,5.0,26.0,16.1,101.75,Clear-OR-Cloudy,2017-01-02 09:00:00
32,-79.4,43.63,2017.0,1,2,10:00:00,2.4,0.6,88.0,5.0,32.0,16.1,101.74,Clear-OR-Cloudy,2017-01-02 10:00:00
33,-79.4,43.63,2017.0,1,2,11:00:00,4.0,1.7,85.0,6.0,24.0,16.1,101.71,Clear-OR-Cloudy,2017-01-02 11:00:00
34,-79.4,43.63,2017.0,1,2,12:00:00,4.7,0.1,72.0,7.0,28.0,16.1,101.61,Clear-OR-Cloudy,2017-01-02 12:00:00
35,-79.4,43.63,2017.0,1,2,13:00:00,4.2,-0.2,73.0,7.0,26.0,16.1,101.54,Clear-OR-Cloudy,2017-01-02 13:00:00
36,-79.4,43.63,2017.0,1,2,14:00:00,4.1,0.3,76.0,7.0,21.0,16.1,101.54,Clear-OR-Cloudy,2017-01-02 14:00:00
37,-79.4,43.63,2017.0,1,2,15:00:00,4.2,0.4,76.0,6.0,30.0,16.1,101.55,Clear-OR-Cloudy,2017-01-02 15:00:00
38,-79.4,43.63,2017.0,1,2,16:00:00,3.8,0.5,79.0,7.0,28.0,16.1,101.44,Clear-OR-Cloudy,2017-01-02 16:00:00
39,-79.4,43.63,2017.0,1,2,17:00:00,3.9,0.6,79.0,8.0,28.0,16.1,101.39,Clear-OR-Cloudy,2017-01-02 17:00:00
40,-79.4,43.63,2017.0,1,2,18:00:00,3.9,0.9,81.0,7.0,21.0,16.1,101.42,Clear-OR-Cloudy,2017-01-02 18:00:00
41,-79.4,43.63,2017.0,1,2,19:00:00,3.9,1.5,84.0,7.0,22.0,16.1,101.33,Clear-OR-Cloudy,2017-01-02 19:00:00
42,-79.4,43.63,2017.0,1,2,20:00:00,4.0,2.2,88.0,8.0,17.0,16.1,101.12,Clear-OR-Cloudy,2017-01-02 20:00:00
43,-79.4,43.63,2017.0,1,2,21:00:00,4.1,2.3,88.0,8.0,13.0,16.1,101.1,Clear-OR-Cloudy,2017-01-02 21:00:00
44,-79.4,43.63,2017.0,1,2,22:00:00,3.8,2.6,92.0,7.0,18.0,12.9,101.04,Clear-OR-Cloudy,2017-01-02 22:00:00
45,-79.4,43.63,2017.0,1,2,23:00:00,3.6,2.9,95.0,6.0,18.0,9.7,100.98,Fog-OR-Haze,2017-01-02 23:00:00
46,-79.4,43.63,2017.0,1,3,00:00:00,3.8,2.9,94.0,6.0,18.0,11.3,100.88,Clear-OR-Cloudy,2017-01-03 00:00:00
47,-79.4,43.63,2017.0,1,3,01:00:00,3.5,2.9,96.0,6.0,21.0,6.4,100.8,Fog-OR-Haze,2017-01-03 01:00:00
48,-79.4,43.63,2017.0,1,3,02:00:00,3.9,3.5,97.0,6.0,21.0,3.2,100.74,Rain,2017-01-03 02:00:00
49,-79.4,43.63,2017.0,1,3,03:00:00,4.3,3.7,96.0,5.0,18.0,9.7,100.71,Rain,2017-01-03 03:00:00
50,-79.4,43.63,2017.0,1,3,04:00:00,4.0,3.6,97.0,7.0,18.0,4.8,100.6,Rain,2017-01-03 04:00:00
51,-79.4,43.63,2017.0,1,3,05:00:00,3.8,3.5,98.0,7.0,22.0,4.8,100.47,Fog-OR-Haze,2017-01-03 05:00:00
52,-79.4,43.63,2017.0,1,3,06:00:00,3.7,3.4,98.0,7.0,21.0,6.4,100.37,Fog-OR-Haze,2017-01-03 06:00:00
53,-79.4,43.63,2017.0,1,3,07:00:00,4.3,4.0,98.0,10.0,17.0,4.8,100.24,Rain,2017-01-03 07:00:00
54,-79.4,43.63,2017.0,1,3,08:00:00,4.4,4.1,98.0,9.0,15.0,12.9,100.17,Clear-OR-Cloudy,2017-01-03 08:00:00
55,-79.4,43.63,2017.0,1,3,09:00:00,4.4,4.1,98.0,9.0,15.0,12.9,100.08,Clear-OR-Cloudy,2017-01-03 09:00:00
56,-79.4,43.63,2017.0,1,3,10:00:00,4.2,3.9,98.0,7.0,15.0,14.5,100.03,Rain,2017-01-03 10:00:00
57,-79.4,43.63,2017.0,1,3,11:00:00,4.3,4.0,98.0,6.0,18.0,8.1,99.93,Rain,2017-01-03 11:00:00
58,-79.4,43.63,2017.0,1,3,12:00:00,4.2,3.9,98.0,6.0,13.0,8.1,99.8,Rain,2017-01-03 12:00:00
59,-79.4,43.63,2017.0,1,3,13:00:00,4.5,4.2,98.0,6.0,17.0,8.1,99.63,Rain,2017-01-03 13:00:00
60,-79.4,43.63,2017.0,1,3,14:00:00,4.3,4.0,98.0,7.0,17.0,6.4,99.49,Rain,2017-01-03 14:00:00
61,-79.4,43.63,2017.0,1,3,15:00:00,4.2,3.9,98.0,6.0,18.0,9.7,99.4,Rain,2017-01-03 15:00:00
62,-79.4,43.63,2017.0,1,3,16:00:00,5.1,4.7,97.0,5.0,8.0,16.1,99.38,Rain,2017-01-03 16:00:00
63,-79.4,43.63,2017.0,1,3,17:00:00,4.8,4.2,96.0,5.0,13.0,16.1,99.27,Clear-OR-Cloudy,2017-01-03 17:00:00
64,-79.4,43.63,2017.0,1,3,18:00:00,4.8,4.2,96.0,5.0,18.0,16.1,99.19,Rain,2017-01-03 18:00:00
65,-79.4,43.63,2017.0,1,3,19:00:00,4.6,4.2,97.0,4.0,13.0,6.4,99.15,Rain,2017-01-03 19:00:00
66,-79.4,43.63,2017.0,1,3,20:00:00,4.7,4.1,96.0,3.0,8.0,12.9,99.06,Rain,2017-01-03 20:00:00
67,-79.4,43.63,2017.0,1,3,21:00:00,4.2,3.5,95.0,33.0,11.0,4.8,98.94,Rain,2017-01-03 21:00:00
68,-79.4,43.63,2017.0,1,3,22:00:00,4.2,3.0,92.0,33.0,9.0,16.1,98.9,Clear-OR-Cloudy,2017-01-03 22:00:00
69,-79.4,43.63,2017.0,1,3,23:00:00,3.9,2.9,93.0,33.0,5.0,11.3,98.82,Rain,2017-01-03 23:00:00
70,-79.4,43.63,2017.0,1,4,00:00:00,3.0,2.1,94.0,28.0,21.0,16.1,98.82,Clear-OR-Cloudy,2017-01-04 00:00:00
71,-79.4,43.63,2017.0,1,4,01:00:00,2.8,1.6,92.0,29.0,8.0,16.1,98.75,Clear-OR-Cloudy,2017-01-04 01:00:00
72,-79.4,43.63,2017.0,1,4,02:00:00,2.7,1.8,94.0,27.0,11.0,16.1,98.76,Rain,2017-01-04 02:00:00
73,-79.4,43.63,2017.0,1,4,03:00:00,3.2,2.6,96.0,24.0,21.0,9.7,98.76,Rain,2017-01-04 03:00:00
74,-79.4,43.63,2017.0,1,4,04:00:00,3.9,2.9,93.0,25.0,18.0,16.1,98.71,Clear-OR-Cloudy,2017-01-04 04:00:00
75,-79.4,43.63,2017.0,1,4,05:00:00,4.0,1.2,82.0,27.0,24.0,16.1,98.71,Clear-OR-Cloudy,2017-01-04 05:00:00
76,-79.4,43.63,2017.0,1,4,06:00:00,3.6,0.3,79.0,27.0,28.0,16.1,98.79,Clear-OR-Cloudy,2017-01-04 06:00:00
77,-79.4,43.63,2017.0,1,4,07:00:00,3.5,0.7,82.0,24.0,24.0,16.1,98.84,Clear-OR-Cloudy,2017-01-04 07:00:00
78,-79.4,43.63,2017.0,1,4,08:00:00,3.5,0.4,80.0,25.0,37.0,16.1,98.84,Clear-OR-Cloudy,2017-01-04 08:00:00
79,-79.4,43.63,2017.0,1,4,09:00:00,2.6,-0.7,79.0,26.0,41.0,16.1,98.87,Rain,2017-01-04 09:00:00
80,-79.4,43.63,2017.0,1,4,10:00:00,2.1,-3.8,65.0,25.0,52.0,16.1,98.92,Clear-OR-Cloudy,2017-01-04 10:00:00
81,-79.4,43.63,2017.0,1,4,11:00:00,0.9,-5.0,65.0,26.0,46.0,16.1,99.02,Clear-OR-Cloudy,2017-01-04 11:00:00
82,-79.4,43.63,2017.0,1,4,12:00:00,-1.1,-6.3,68.0,27.0,41.0,16.1,99.06,Snow,2017-01-04 12:00:00
83,-79.4,43.63,2017.0,1,4,13:00:00,-2.6,-9.1,61.0,26.0,46.0,16.1,99.15,Snow,2017-01-04 13:00:00
84,-79.4,43.63,2017.0,1,4,14:00:00,-3.5,-11.8,53.0,27.0,50.0,16.1,99.23,Clear-OR-Cloudy,2017-01-04 14:00:00
85,-79.4,43.63,2017.0,1,4,15:00:00,-3.9,-12.0,54.0,26.0,46.0,16.1,99.31,Clear-OR-Cloudy,2017-01-04 15:00:00
86,-79.4,43.63,2017.0,1,4,16:00:00,-4.3,-11.0,60.0,26.0,46.0,16.1,99.39,Clear-OR-Cloudy,2017-01-04 16:00:00
87,-79.4,43.63,2017.0,1,4,17:00:00,-4.8,-11.2,61.0,25.0,55.0,16.1,99.46,Snow,2017-01-04 17:00:00
88,-79.4,43.63,2017.0,1,4,18:00:00,-5.3,-10.9,65.0,26.0,45.0,16.1,99.5,Snow,2017-01-04 18:00:00
89,-79.4,43.63,2017.0,1,4,19:00:00,-6.2,-11.0,69.0,26.0,50.0,11.3,99.55,Snow,2017-01-04 19:00:00
90,-79.4,43.63,2017.0,1,4,20:00:00,-6.7,-12.2,65.0,25.0,52.0,16.1,99.6,Clear-OR-Cloudy,2017-01-04 20:00:00
91,-79.4,43.63,2017.0,1,4,21:00:00,-6.8,-11.6,69.0,25.0,45.0,16.1,99.63,Clear-OR-Cloudy,2017-01-04 21:00:00
92,-79.4,43.63,2017.0,1,4,22:00:00,-6.9,-11.1,72.0,25.0,46.0,16.1,99.65,Snow,2017-01-04 22:00:00
93,-79.4,43.63,2017.0,1,4,23:00:00,-7.1,-11.9,69.0,25.0,46.0,16.1,99.69,Clear-OR-Cloudy,2017-01-04 23:00:00
94,-79.4,43.63,2017.0,1,5,00:00:00,-6.9,-11.8,68.0,25.0,46.0,16.1,99.67,Clear-OR-Cloudy,2017-01-05 00:00:00
95,-79.4,43.63,2017.0,1,5,01:00:00,-6.8,-11.3,71.0,24.0,46.0,16.1,99.7,Clear-OR-Cloudy,2017-01-05 01:00:00
96,-79.4,43.63,2017.0,1,5,02:00:00,-6.1,-11.1,68.0,25.0,52.0,16.1,99.78,Clear-OR-Cloudy,2017-01-05 02:00:00
97,-79.4,43.63,2017.0,1,5,03:00:00,-5.8,-10.8,68.0,25.0,48.0,16.1,99.89,Clear-OR-Cloudy,2017-01-05 03:00:00
98,-79.4,43.63,2017.0,1,5,04:00:00,-5.8,-10.8,68.0,24.0,50.0,16.1,99.94,Snow,2017-01-05 04:00:00
99,-79.4,43.63,2017.0,1,5,05:00:00,-6.1,-10.0,74.0,24.0,39.0,16.1,100.03,Snow,2017-01-05 05:00:00
100,-79.4,43.63,2017.0,1,5,06:00:00,-6.6,-10.8,72.0,25.0,46.0,16.1,100.09,Snow,2017-01-05 06:00:00
101,-79.4,43.63,2017.0,1,5,07:00:00,-6.9,-11.3,71.0,24.0,37.0,16.1,100.12,Clear-OR-Cloudy,2017-01-05 07:00:00
102,-79.4,43.63,2017.0,1,5,08:00:00,-6.9,-11.7,69.0,25.0,41.0,16.1,100.18,Clear-OR-Cloudy,2017-01-05 08:00:00
103,-79.4,43.63,2017.0,1,5,09:00:00,-6.7,-11.5,69.0,24.0,39.0,16.1,100.22,Clear-OR-Cloudy,2017-01-05 09:00:00
104,-79.4,43.63,2017.0,1,5,10:00:00,-6.8,-12.0,67.0,24.0,35.0,16.1,100.28,Clear-OR-Cloudy,2017-01-05 10:00:00
105,-79.4,43.63,2017.0,1,5,11:00:00,-6.4,-12.2,64.0,26.0,34.0,16.1,100.29,Clear-OR-Cloudy,2017-01-05 11:00:00
106,-79.4,43.63,2017.0,1,5,12:00:00,-6.5,-12.8,61.0,26.0,28.0,16.1,100.24,Clear-OR-Cloudy,2017-01-05 12:00:00
107,-79.4,43.63,2017.0,1,5,13:00:00,-5.7,-12.7,58.0,25.0,37.0,16.1,100.18,Clear-OR-Cloudy,2017-01-05 13:00:00
108,-79.4,43.63,2017.0,1,5,14:00:00,-5.6,-12.8,57.0,25.0,30.0,16.1,100.14,Clear-OR-Cloudy,2017-01-05 14:00:00
109,-79.4,43.63,2017.0,1,5,15:00:00,-6.1,-12.7,60.0,27.0,30.0,16.1,100.15,Snow,2017-01-05 15:00:00
110,-79.4,43.63,2017.0,1,5,16:00:00,-6.3,-12.2,63.0,26.0,26.0,16.1,100.2,Clear-OR-Cloudy,2017-01-05 16:00:00
111,-79.4,43.63,2017.0,1,5,17:00:00,-6.8,-11.0,72.0,27.0,21.0,14.5,100.18,Snow,2017-01-05 17:00:00
112,-79.4,43.63,2017.0,1,5,18:00:00,-6.8,-12.9,62.0,27.0,30.0,16.1,100.21,Clear-OR-Cloudy,2017-01-05 18:00:00
113,-79.4,43.63,2017.0,1,5,19:00:00,-7.3,-12.1,69.0,28.0,24.0,16.1,100.28,Clear-OR-Cloudy,2017-01-05 19:00:00
114,-79.4,43.63,2017.0,1,5,20:00:00,-7.9,-13.8,63.0,27.0,28.0,16.1,100.32,Clear-OR-Cloudy,2017-01-05 20:00:00
115,-79.4,43.63,2017.0,1,5,21:00:00,-8.5,-13.6,67.0,29.0,26.0,16.1,100.35,Clear-OR-Cloudy,2017-01-05 21:00:00
116,-79.4,43.63,2017.0,1,5,22:00:00,-8.9,-14.2,66.0,27.0,28.0,16.1,100.41,Clear-OR-Cloudy,2017-01-05 22:00:00
117,-79.4,43.63,2017.0,1,5,23:00:00,-9.4,-14.5,67.0,27.0,26.0,16.1,100.5,Clear-OR-Cloudy,2017-01-05 23:00:00
118,-79.4,43.63,2017.0,1,6,00:00:00,-9.7,-15.3,64.0,28.0,22.0,16.1,100.49,Clear-OR-Cloudy,2017-01-06 00:00:00
119,-79.4,43.63,2017.0,1,6,01:00:00,-9.9,-14.6,69.0,27.0,24.0,16.1,100.56,Clear-OR-Cloudy,2017-01-06 01:00:00
120,-79.4,43.63,2017.0,1,6,02:00:00,-10.2,-15.0,68.0,28.0,24.0,16.1,100.57,Clear-OR-Cloudy,2017-01-06 02:00:00
121,-79.4,43.63,2017.0,1,6,03:00:00,-10.3,-14.4,72.0,27.0,28.0,16.1,100.63,Clear-OR-Cloudy,2017-01-06 03:00:00
122,-79.4,43.63,2017.0,1,6,04:00:00,-10.6,-14.9,71.0,28.0,24.0,16.1,100.62,Clear-OR-Cloudy,2017-01-06 04:00:00
123,-79.4,43.63,2017.0,1,6,05:00:00,-10.9,-14.8,73.0,28.0,21.0,16.1,100.64,Clear-OR-Cloudy,2017-01-06 05:00:00
124,-79.4,43.63,2017.0,1,6,06:00:00,-11.0,-14.8,74.0,26.0,24.0,16.1,100.71,Clear-OR-Cloudy,2017-01-06 06:00:00
125,-79.4,43.63,2017.0,1,6,07:00:00,-11.3,-15.6,71.0,27.0,30.0,16.1,100.77,Clear-OR-Cloudy,2017-01-06 07:00:00
126,-79.4,43.63,2017.0,1,6,08:00:00,-11.5,-16.1,69.0,28.0,24.0,16.1,100.83,Clear-OR-Cloudy,2017-01-06 08:00:00
127,-79.4,43.63,2017.0,1,6,09:00:00,-10.8,-15.8,67.0,26.0,21.0,16.1,100.91,Clear-OR-Cloudy,2017-01-06 09:00:00
128,-79.4,43.63,2017.0,1,6,10:00:00,-9.1,-15.9,58.0,29.0,21.0,16.1,100.95,Clear-OR-Cloudy,2017-01-06 10:00:00
129,-79.4,43.63,2017.0,1,6,11:00:00,-8.2,-16.0,54.0,27.0,24.0,16.1,101.04,Clear-OR-Cloudy,2017-01-06 11:00:00
130,-79.4,43.63,2017.0,1,6,12:00:00,-6.8,-15.8,49.0,25.0,26.0,16.1,101.03,Clear-OR-Cloudy,2017-01-06 12:00:00
131,-79.4,43.63,2017.0,1,6,13:00:00,-6.1,-15.7,47.0,27.0,21.0,16.1,100.97,Clear-OR-Cloudy,2017-01-06 13:00:00
132,-79.4,43.63,2017.0,1,6,14:00:00,-6.8,-16.3,47.0,24.0,22.0,16.1,101.03,Clear-OR-Cloudy,2017-01-06 14:00:00
133,-79.4,43.63,2017.0,1,6,15:00:00,-6.3,-15.9,47.0,27.0,22.0,16.1,101.07,Clear-OR-Cloudy,2017-01-06 15:00:00
134,-79.4,43.63,2017.0,1,6,16:00:00,-7.1,-16.4,48.0,28.0,24.0,16.1,101.16,Clear-OR-Cloudy,2017-01-06 16:00:00
135,-79.4,43.63,2017.0,1,6,17:00:00,-8.3,-16.5,52.0,28.0,26.0,16.1,101.24,Clear-OR-Cloudy,2017-01-06 17:00:00
136,-79.4,43.63,2017.0,1,6,18:00:00,-8.9,-16.6,54.0,28.0,24.0,16.1,101.39,Clear-OR-Cloudy,2017-01-06 18:00:00
137,-79.4,43.63,2017.0,1,6,19:00:00,-9.3,-16.9,55.0,29.0,17.0,16.1,101.48,Clear-OR-Cloudy,2017-01-06 19:00:00
138,-79.4,43.63,2017.0,1,6,20:00:00,-9.4,-16.2,58.0,27.0,24.0,16.1,101.52,Clear-OR-Cloudy,2017-01-06 20:00:00
139,-79.4,43.63,2017.0,1,6,21:00:00,-9.6,-16.0,60.0,28.0,17.0,16.1,101.56,Clear-OR-Cloudy,2017-01-06 21:00:00
140,-79.4,43.63,2017.0,1,6,22:00:00,-10.2,-16.2,62.0,29.0,22.0,16.1,101.59,Clear-OR-Cloudy,2017-01-06 22:00:00
141,-79.4,43.63,2017.0,1,6,23:00:00,-10.4,-15.8,65.0,28.0,17.0,16.1,101.62,Clear-OR-Cloudy,2017-01-06 23:00:00
142,-79.4,43.63,2017.0,1,7,00:00:00,-10.5,-15.5,67.0,28.0,15.0,16.1,101.66,Clear-OR-Cloudy,2017-01-07 00:00:00
143,-79.4,43.63,2017.0,1,7,01:00:00,-10.7,-15.3,69.0,29.0,18.0,16.1,101.71,Clear-OR-Cloudy,2017-01-07 01:00:00
144,-79.4,43.63,2017.0,1,7,02:00:00,-11.0,-15.5,70.0,27.0,13.0,16.1,101.73,Clear-OR-Cloudy,2017-01-07 02:00:00
145,-79.4,43.63,2017.0,1,7,03:00:00,-11.0,-15.6,69.0,28.0,15.0,16.1,101.78,Clear-OR-Cloudy,2017-01-07 03:00:00
146,-79.4,43.63,2017.0,1,7,04:00:00,-11.1,-15.6,70.0,29.0,17.0,16.1,101.8,Clear-OR-Cloudy,2017-01-07 04:00:00
147,-79.4,43.63,2017.0,1,7,05:00:00,-11.5,-15.8,71.0,31.0,9.0,16.1,101.78,Clear-OR-Cloudy,2017-01-07 05:00:00
148,-79.4,43.63,2017.0,1,7,06:00:00,-11.7,-15.8,72.0,27.0,9.0,16.1,101.81,Clear-OR-Cloudy,2017-01-07 06:00:00
149,-79.4,43.63,2017.0,1,7,07:00:00,-11.7,-15.5,74.0,27.0,11.0,16.1,101.79,Clear-OR-Cloudy,2017-01-07 07:00:00
150,-79.4,43.63,2017.0,1,7,08:00:00,-11.8,-15.4,75.0,25.0,9.0,16.1,101.82,Clear-OR-Cloudy,2017-01-07 08:00:00
151,-79.4,43.63,2017.0,1,7,09:00:00,-10.7,-14.2,76.0,27.0,8.0,16.1,101.86,Clear-OR-Cloudy,2017-01-07 09:00:00
152,-79.4,43.63,2017.0,1,7,10:00:00,-9.2,-13.2,73.0,27.0,15.0,16.1,101.86,Clear-OR-Cloudy,2017-01-07 10:00:00
153,-79.4,43.63,2017.0,1,7,11:00:00,-7.9,-12.9,68.0,26.0,11.0,16.1,101.85,Clear-OR-Cloudy,2017-01-07 11:00:00
154,-79.4,43.63,2017.0,1,7,12:00:00,-7.0,-13.5,60.0,25.0,15.0,16.1,101.78,Clear-OR-Cloudy,2017-01-07 12:00:00
155,-79.4,43.63,2017.0,1,7,13:00:00,-7.3,-13.3,63.0,29.0,13.0,16.1,101.67,Snow,2017-01-07 13:00:00
156,-79.4,43.63,2017.0,1,7,14:00:00,-7.2,-13.2,62.0,28.0,15.0,16.1,101.61,Snow,2017-01-07 14:00:00
157,-79.4,43.63,2017.0,1,7,15:00:00,-7.3,-14.0,59.0,26.0,21.0,16.1,101.6,Snow,2017-01-07 15:00:00
158,-79.4,43.63,2017.0,1,7,16:00:00,-7.7,-14.2,60.0,27.0,26.0,16.1,101.63,Clear-OR-Cloudy,2017-01-07 16:00:00
159,-79.4,43.63,2017.0,1,7,17:00:00,-8.7,-16.9,52.0,28.0,26.0,16.1,101.66,Clear-OR-Cloudy,2017-01-07 17:00:00
160,-79.4,43.63,2017.0,1,7,18:00:00,-9.3,-16.8,55.0,28.0,22.0,16.1,101.66,Clear-OR-Cloudy,2017-01-07 18:00:00
161,-79.4,43.63,2017.0,1,7,19:00:00,-9.6,-16.8,56.0,25.0,28.0,16.1,101.64,Clear-OR-Cloudy,2017-01-07 19:00:00
162,-79.4,43.63,2017.0,1,7,20:00:00,-9.9,-16.3,60.0,24.0,34.0,16.1,101.66,Clear-OR-Cloudy,2017-01-07 20:00:00
163,-79.4,43.63,2017.0,1,7,21:00:00,-9.9,-15.1,66.0,24.0,34.0,16.1,101.6,Clear-OR-Cloudy,2017-01-07 21:00:00
164,-79.4,43.63,2017.0,1,7,22:00:00,-10.1,-14.6,70.0,25.0,34.0,16.1,101.56,Clear-OR-Cloudy,2017-01-07 22:00:00
165,-79.4,43.63,2017.0,1,7,23:00:00,-10.0,-13.8,74.0,25.0,34.0,16.1,101.47,Clear-OR-Cloudy,2017-01-07 23:00:00
166,-79.4,43.63,2017.0,1,8,00:00:00,-10.0,-13.6,75.0,25.0,37.0,16.1,101.4,Clear-OR-Cloudy,2017-01-08 00:00:00
167,-79.4,43.63,2017.0,1,8,01:00:00,-10.0,-13.5,76.0,25.0,35.0,16.1,101.32,Clear-OR-Cloudy,2017-01-08 01:00:00
168,-79.4,43.63,2017.0,1,8,02:00:00,-9.6,-13.5,73.0,26.0,32.0,16.1,101.29,Clear-OR-Cloudy,2017-01-08 02:00:00
169,-79.4,43.63,2017.0,1,8,03:00:00,-8.8,-12.0,78.0,26.0,34.0,16.1,101.3,Snow,2017-01-08 03:00:00
170,-79.4,43.63,2017.0,1,8,04:00:00,-8.1,-14.4,61.0,28.0,28.0,16.1,101.31,Clear-OR-Cloudy,2017-01-08 04:00:00
171,-79.4,43.63,2017.0,1,8,05:00:00,-8.4,-13.3,68.0,30.0,26.0,16.1,101.46,Clear-OR-Cloudy,2017-01-08 05:00:00
172,-79.4,43.63,2017.0,1,8,06:00:00,-8.9,-16.7,54.0,29.0,24.0,16.1,101.55,Clear-OR-Cloudy,2017-01-08 06:00:00
173,-79.4,43.63,2017.0,1,8,07:00:00,-9.6,-16.6,57.0,30.0,22.0,16.1,101.64,Clear-OR-Cloudy,2017-01-08 07:00:00
