,Longitude (x),Latitude (y),Year,Month,Day,Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,Date
6207,-79.4,43.63,2017.0,10,4,21:00:00,17.2,12.4,73.0,32.0,17.0,16.1,101.12,Clear-OR-Cloudy,2017-10-04 21:00:00
6208,-79.4,43.63,2017.0,10,4,22:00:00,16.3,10.6,69.0,30.0,13.0,16.1,101.17,Clear-OR-Cloudy,2017-10-04 22:00:00
6209,-79.4,43.63,2017.0,10,4,23:00:00,15.8,10.2,69.0,30.0,8.0,16.1,101.16,Clear-OR-Cloudy,2017-10-04 23:00:00
6210,-79.4,43.63,2017.0,10,5,00:00:00,14.4,10.3,76.0,25.0,9.0,16.1,101.19,Clear-OR-Cloudy,2017-10-05 00:00:00
6211,-79.4,43.63,2017.0,10,5,01:00:00,14.1,10.2,77.0,27.0,13.0,16.1,101.24,Clear-OR-Cloudy,2017-10-05 01:00:00
6212,-79.4,43.63,2017.0,10,5,02:00:00,14.1,10.3,78.0,30.0,9.0,16.1,101.2,Clear-OR-Cloudy,2017-10-05 02:00:00
6213,-79.4,43.63,2017.0,10,5,03:00:00,13.0,10.0,82.0,29.0,9.0,16.1,101.18,Clear-OR-Cloudy,2017-10-05 03:00:00
6214,-79.4,43.63,2017.0,10,5,04:00:00,12.9,10.5,85.0,28.0,5.0,16.1,101.2,Clear-OR-Cloudy,2017-10-05 04:00:00
6215,-79.4,43.63,2017.0,10,5,05:00:00,12.8,10.9,88.0,29.0,8.0,16.1,101.18,Clear-OR-Cloudy,2017-10-05 05:00:00
6216,-79.4,43.63,2017.0,10,5,06:00:00,12.6,10.2,85.0,31.0,11.0,16.1,101.18,Clear-OR-Cloudy,2017-10-05 06:00:00
6217,-79.4,43.63,2017.0,10,5,07:00:00,12.4,10.1,86.0,31.0,9.0,16.1,101.19,Clear-OR-Cloudy,2017-10-05 07:00:00
6218,-79.4,43.63,2017.0,10,5,08:00:00,14.8,11.8,82.0,27.0,11.0,16.1,101.21,Clear-OR-Cloudy,2017-10-05 08:00:00
6219,-79.4,43.63,2017.0,10,5,09:00:00,16.6,12.5,76.0,25.0,15.0,16.1,101.17,Clear-OR-Cloudy,2017-10-05 09:00:00
6220,-79.4,43.63,2017.0,10,5,10:00:00,17.8,12.6,71.0,22.0,18.0,16.1,101.13,Clear-OR-Cloudy,2017-10-05 10:00:00
6221,-79.4,43.63,2017.0,10,5,11:00:00,18.2,13.3,73.0,21.0,18.0,16.1,101.05,Clear-OR-Cloudy,2017-10-05 11:00:00
6222,-79.4,43.63,2017.0,10,5,12:00:00,19.7,12.1,61.0,23.0,22.0,16.1,100.98,Clear-OR-Cloudy,2017-10-05 12:00:00
6223,-79.4,43.63,2017.0,10,5,13:00:00,20.3,12.4,60.0,23.0,18.0,16.1,100.88,Clear-OR-Cloudy,2017-10-05 13:00:00
6224,-79.4,43.63,2017.0,10,5,14:00:00,21.0,12.1,56.0,23.0,22.0,16.1,100.83,Clear-OR-Cloudy,2017-10-05 14:00:00
6225,-79.4,43.63,2017.0,10,5,15:00:00,21.9,9.8,46.0,25.0,24.0,16.1,100.79,Clear-OR-Cloudy,2017-10-05 15:00:00
6226,-79.4,43.63,2017.0,10,5,16:00:00,22.2,6.1,35.0,27.0,30.0,16.1,100.74,Clear-OR-Cloudy,2017-10-05 16:00:00
6227,-79.4,43.63,2017.0,10,5,17:00:00,21.7,7.2,39.0,27.0,17.0,16.1,100.72,Clear-OR-Cloudy,2017-10-05 17:00:00
6228,-79.4,43.63,2017.0,10,5,18:00:00,21.0,5.2,35.0,29.0,18.0,16.1,100.77,Clear-OR-Cloudy,2017-10-05 18:00:00
6229,-79.4,43.63,2017.0,10,5,19:00:00,20.1,6.7,41.0,29.0,13.0,16.1,100.81,Clear-OR-Cloudy,2017-10-05 19:00:00
6230,-79.4,43.63,2017.0,10,5,20:00:00,19.5,7.6,46.0,29.0,9.0,16.1,100.88,Clear-OR-Cloudy,2017-10-05 20:00:00
6231,-79.4,43.63,2017.0,10,5,21:00:00,19.4,6.8,44.0,32.0,8.0,16.1,100.87,Clear-OR-Cloudy,2017-10-05 21:00:00
6232,-79.4,43.63,2017.0,10,5,22:00:00,18.6,7.8,49.0,32.0,5.0,16.1,100.88,Clear-OR-Cloudy,2017-10-05 22:00:00
6233,-79.4,43.63,2017.0,10,5,23:00:00,18.4,7.9,50.0,32.0,4.0,16.1,100.89,Clear-OR-Cloudy,2017-10-05 23:00:00
6234,-79.4,43.63,2017.0,10,6,01:00:00,17.4,10.6,64.0,29.0,4.0,16.1,100.89,Clear-OR-Cloudy,2017-10-06 01:00:00
6235,-79.4,43.63,2017.0,10,6,02:00:00,17.1,10.5,65.0,28.0,5.0,16.1,100.89,Clear-OR-Cloudy,2017-10-06 02:00:00
6236,-79.4,43.63,2017.0,10,6,03:00:00,16.7,10.4,66.0,32.0,8.0,16.1,100.87,Clear-OR-Cloudy,2017-10-06 03:00:00
6237,-79.4,43.63,2017.0,10,6,05:00:00,16.4,11.4,72.0,33.0,5.0,16.1,100.89,Clear-OR-Cloudy,2017-10-06 05:00:00
6238,-79.4,43.63,2017.0,10,6,07:00:00,16.3,11.5,73.0,32.0,5.0,16.1,100.92,Clear-OR-Cloudy,2017-10-06 07:00:00
6239,-79.4,43.63,2017.0,10,6,08:00:00,16.4,11.9,75.0,27.0,5.0,16.1,100.94,Clear-OR-Cloudy,2017-10-06 08:00:00
6240,-79.4,43.63,2017.0,10,6,09:00:00,17.2,12.3,72.0,28.0,5.0,16.1,100.94,Clear-OR-Cloudy,2017-10-06 09:00:00
6241,-79.4,43.63,2017.0,10,6,10:00:00,18.2,12.1,67.0,36.0,8.0,16.1,100.93,Clear-OR-Cloudy,2017-10-06 10:00:00
6242,-79.4,43.63,2017.0,10,6,11:00:00,17.8,12.8,72.0,15.0,8.0,16.1,100.92,Clear-OR-Cloudy,2017-10-06 11:00:00
6243,-79.4,43.63,2017.0,10,6,12:00:00,18.2,12.5,69.0,18.0,11.0,16.1,100.89,Clear-OR-Cloudy,2017-10-06 12:00:00
6244,-79.4,43.63,2017.0,10,6,13:00:00,17.4,13.1,76.0,19.0,9.0,16.1,100.86,Clear-OR-Cloudy,2017-10-06 13:00:00
6245,-79.4,43.63,2017.0,10,6,14:00:00,18.6,13.9,74.0,15.0,8.0,16.1,100.8,Clear-OR-Cloudy,2017-10-06 14:00:00
6246,-79.4,43.63,2017.0,10,6,15:00:00,18.1,13.6,75.0,17.0,9.0,16.1,100.77,Clear-OR-Cloudy,2017-10-06 15:00:00
6247,-79.4,43.63,2017.0,10,6,16:00:00,18.5,12.7,69.0,11.0,5.0,16.1,100.75,Clear-OR-Cloudy,2017-10-06 16:00:00
6248,-79.4,43.63,2017.0,10,6,17:00:00,18.0,13.2,73.0,13.0,8.0,16.1,100.7,Clear-OR-Cloudy,2017-10-06 17:00:00
6249,-79.4,43.63,2017.0,10,6,18:00:00,17.5,13.4,77.0,8.0,9.0,16.1,100.69,Clear-OR-Cloudy,2017-10-06 18:00:00
6250,-79.4,43.63,2017.0,10,6,19:00:00,17.7,14.7,82.0,7.0,13.0,16.1,100.72,Clear-OR-Cloudy,2017-10-06 19:00:00
6251,-79.4,43.63,2017.0,10,6,20:00:00,17.8,14.7,82.0,7.0,13.0,16.1,100.73,Clear-OR-Cloudy,2017-10-06 20:00:00
6252,-79.4,43.63,2017.0,10,6,21:00:00,17.9,13.9,77.0,9.0,8.0,16.1,100.73,Clear-OR-Cloudy,2017-10-06 21:00:00
6253,-79.4,43.63,2017.0,10,6,22:00:00,17.8,14.2,79.0,9.0,8.0,16.1,100.72,Clear-OR-Cloudy,2017-10-06 22:00:00
6254,-79.4,43.63,2017.0,10,6,23:00:00,17.2,16.2,94.0,11.0,9.0,16.1,100.66,Rain,2017-10-06 23:00:00
6255,-79.4,43.63,2017.0,10,7,00:00:00,17.4,16.3,93.0,9.0,8.0,16.1,100.61,Clear-OR-Cloudy,2017-10-07 00:00:00
6256,-79.4,43.63,2017.0,10,7,01:00:00,17.6,16.3,92.0,8.0,9.0,16.1,100.56,Clear-OR-Cloudy,2017-10-07 01:00:00
6257,-79.4,43.63,2017.0,10,7,02:00:00,17.7,16.6,93.0,8.0,9.0,16.1,100.48,Clear-OR-Cloudy,2017-10-07 02:00:00
6258,-79.4,43.63,2017.0,10,7,03:00:00,17.5,17.0,97.0,8.0,9.0,2.8,100.44,Rain,2017-10-07 03:00:00
6259,-79.4,43.63,2017.0,10,7,04:00:00,18.6,18.1,97.0,16.0,11.0,6.4,100.42,Rain,2017-10-07 04:00:00
6260,-79.4,43.63,2017.0,10,7,05:00:00,18.6,17.8,95.0,17.0,13.0,8.1,100.43,Rain,2017-10-07 05:00:00
6261,-79.4,43.63,2017.0,10,7,06:00:00,18.6,17.8,95.0,20.0,22.0,11.3,100.45,Rain,2017-10-07 06:00:00
6262,-79.4,43.63,2017.0,10,7,07:00:00,18.4,16.4,88.0,20.0,15.0,16.1,100.39,Clear-OR-Cloudy,2017-10-07 07:00:00
6263,-79.4,43.63,2017.0,10,7,08:00:00,18.3,16.7,90.0,18.0,9.0,16.1,100.4,Clear-OR-Cloudy,2017-10-07 08:00:00
6264,-79.4,43.63,2017.0,10,7,09:00:00,18.8,17.3,91.0,10.0,5.0,16.1,100.37,Clear-OR-Cloudy,2017-10-07 09:00:00
6265,-79.4,43.63,2017.0,10,7,10:00:00,18.8,17.2,90.0,8.0,8.0,16.1,100.38,Clear-OR-Cloudy,2017-10-07 10:00:00
6266,-79.4,43.63,2017.0,10,7,11:00:00,19.4,17.6,89.0,9.0,9.0,16.1,100.31,Clear-OR-Cloudy,2017-10-07 11:00:00
6267,-79.4,43.63,2017.0,10,7,12:00:00,19.4,18.1,92.0,7.0,13.0,16.1,100.16,Clear-OR-Cloudy,2017-10-07 12:00:00
6268,-79.4,43.63,2017.0,10,7,13:00:00,21.0,18.3,84.0,9.0,9.0,16.1,100.02,Clear-OR-Cloudy,2017-10-07 13:00:00
6269,-79.4,43.63,2017.0,10,7,14:00:00,22.6,16.8,70.0,17.0,21.0,16.1,99.89,Clear-OR-Cloudy,2017-10-07 14:00:00
6270,-79.4,43.63,2017.0,10,7,15:00:00,22.4,16.8,70.0,20.0,28.0,16.1,99.87,Clear-OR-Cloudy,2017-10-07 15:00:00
6271,-79.4,43.63,2017.0,10,7,16:00:00,21.3,16.8,75.0,20.0,21.0,16.1,99.83,Clear-OR-Cloudy,2017-10-07 16:00:00
6272,-79.4,43.63,2017.0,10,7,17:00:00,21.7,16.5,72.0,20.0,24.0,16.1,99.78,Clear-OR-Cloudy,2017-10-07 17:00:00
6273,-79.4,43.63,2017.0,10,7,18:00:00,20.3,16.6,79.0,19.0,11.0,16.1,99.78,Clear-OR-Cloudy,2017-10-07 18:00:00
6274,-79.4,43.63,2017.0,10,7,19:00:00,20.4,16.5,78.0,19.0,13.0,16.1,99.76,Clear-OR-Cloudy,2017-10-07 19:00:00
6275,-79.4,43.63,2017.0,10,7,21:00:00,20.2,16.7,80.0,16.0,4.0,16.1,99.65,Clear-OR-Cloudy,2017-10-07 21:00:00
6276,-79.4,43.63,2017.0,10,8,01:00:00,19.7,17.1,85.0,22.0,21.0,16.1,99.36,Rain,2017-10-08 01:00:00
6277,-79.4,43.63,2017.0,10,8,02:00:00,19.6,17.2,86.0,20.0,9.0,16.1,99.19,Clear-OR-Cloudy,2017-10-08 02:00:00
6278,-79.4,43.63,2017.0,10,8,03:00:00,20.5,18.0,85.0,21.0,50.0,16.1,99.17,Rain,2017-10-08 03:00:00
6279,-79.4,43.63,2017.0,10,8,04:00:00,20.6,15.3,71.0,26.0,54.0,16.1,99.32,Clear-OR-Cloudy,2017-10-08 04:00:00
6280,-79.4,43.63,2017.0,10,8,05:00:00,19.3,15.2,77.0,24.0,32.0,16.1,99.5,Clear-OR-Cloudy,2017-10-08 05:00:00
6281,-79.4,43.63,2017.0,10,8,06:00:00,18.2,15.1,82.0,24.0,30.0,16.1,99.61,Clear-OR-Cloudy,2017-10-08 06:00:00
6282,-79.4,43.63,2017.0,10,8,07:00:00,18.0,14.8,81.0,23.0,28.0,16.1,99.72,Clear-OR-Cloudy,2017-10-08 07:00:00
6283,-79.4,43.63,2017.0,10,8,08:00:00,18.1,14.8,81.0,22.0,28.0,16.1,99.86,Clear-OR-Cloudy,2017-10-08 08:00:00
6284,-79.4,43.63,2017.0,10,8,09:00:00,18.5,14.8,79.0,23.0,28.0,16.1,99.97,Clear-OR-Cloudy,2017-10-08 09:00:00
6285,-79.4,43.63,2017.0,10,8,10:00:00,19.5,14.6,73.0,25.0,35.0,16.1,100.04,Clear-OR-Cloudy,2017-10-08 10:00:00
6286,-79.4,43.63,2017.0,10,8,11:00:00,19.9,15.4,75.0,25.0,28.0,16.1,100.13,Clear-OR-Cloudy,2017-10-08 11:00:00
6287,-79.4,43.63,2017.0,10,8,12:00:00,22.0,14.9,64.0,26.0,26.0,16.1,100.18,Clear-OR-Cloudy,2017-10-08 12:00:00
6288,-79.4,43.63,2017.0,10,8,13:00:00,22.8,15.6,63.0,24.0,15.0,16.1,100.17,Clear-OR-Cloudy,2017-10-08 13:00:00
6289,-79.4,43.63,2017.0,10,8,14:00:00,20.2,15.5,74.0,19.0,22.0,16.1,100.18,Clear-OR-Cloudy,2017-10-08 14:00:00
6290,-79.4,43.63,2017.0,10,8,15:00:00,19.9,15.1,74.0,19.0,21.0,16.1,100.23,Clear-OR-Cloudy,2017-10-08 15:00:00
6291,-79.4,43.63,2017.0,10,8,16:00:00,19.9,15.5,76.0,18.0,17.0,16.1,100.2,Clear-OR-Cloudy,2017-10-08 16:00:00
6292,-79.4,43.63,2017.0,10,8,17:00:00,19.2,15.4,78.0,18.0,18.0,16.1,100.23,Clear-OR-Cloudy,2017-10-08 17:00:00
6293,-79.4,43.63,2017.0,10,8,18:00:00,18.2,15.5,84.0,21.0,17.0,16.1,100.29,Clear-OR-Cloudy,2017-10-08 18:00:00
6294,-79.4,43.63,2017.0,10,8,19:00:00,17.4,15.6,89.0,27.0,8.0,16.1,100.31,Clear-OR-Cloudy,2017-10-08 19:00:00
6295,-79.4,43.63,2017.0,10,8,21:00:00,17.3,15.2,87.0,26.0,5.0,16.1,100.35,Clear-OR-Cloudy,2017-10-08 21:00:00
6296,-79.4,43.63,2017.0,10,8,22:00:00,16.4,15.3,93.0,16.0,5.0,16.1,100.32,Clear-OR-Cloudy,2017-10-08 22:00:00
6297,-79.4,43.63,2017.0,10,8,23:00:00,16.7,15.5,93.0,10.0,4.0,16.1,100.3,Clear-OR-Cloudy,2017-10-08 23:00:00
6298,-79.4,43.63,2017.0,10,9,00:00:00,17.4,16.3,93.0,9.0,9.0,16.1,100.25,Clear-OR-Cloudy,2017-10-09 00:00:00
6299,-79.4,43.63,2017.0,10,9,01:00:00,17.2,16.2,94.0,10.0,8.0,14.5,100.27,Rain,2017-10-09 01:00:00
6300,-79.4,43.63,2017.0,10,9,02:00:00,17.5,16.2,92.0,9.0,13.0,16.1,100.22,Rain,2017-10-09 02:00:00
6301,-79.4,43.63,2017.0,10,9,03:00:00,16.7,16.1,96.0,10.0,11.0,8.1,100.12,Rain,2017-10-09 03:00:00
6302,-79.4,43.63,2017.0,10,9,04:00:00,15.7,14.8,94.0,6.0,5.0,9.7,100.09,Rain,2017-10-09 04:00:00
6303,-79.4,43.63,2017.0,10,9,05:00:00,15.8,15.3,97.0,5.0,24.0,11.3,100.01,Rain,2017-10-09 05:00:00
6304,-79.4,43.63,2017.0,10,9,06:00:00,15.8,15.0,95.0,6.0,18.0,9.7,100.0,Rain,2017-10-09 06:00:00
6305,-79.4,43.63,2017.0,10,9,07:00:00,16.0,15.5,97.0,6.0,21.0,16.1,100.01,Rain,2017-10-09 07:00:00
6306,-79.4,43.63,2017.0,10,9,08:00:00,16.4,15.3,93.0,4.0,24.0,16.1,99.94,Rain,2017-10-09 08:00:00
6307,-79.4,43.63,2017.0,10,9,09:00:00,17.3,14.5,83.0,35.0,11.0,16.1,100.01,Clear-OR-Cloudy,2017-10-09 09:00:00
6308,-79.4,43.63,2017.0,10,9,10:00:00,17.8,14.2,79.0,36.0,8.0,16.1,100.03,Clear-OR-Cloudy,2017-10-09 10:00:00
6309,-79.4,43.63,2017.0,10,9,11:00:00,18.6,14.5,77.0,5.0,5.0,16.1,100.07,Clear-OR-Cloudy,2017-10-09 11:00:00
6310,-79.4,43.63,2017.0,10,9,12:00:00,18.3,15.4,83.0,17.0,13.0,16.1,100.08,Clear-OR-Cloudy,2017-10-09 12:00:00
6311,-79.4,43.63,2017.0,10,9,13:00:00,18.1,15.8,86.0,18.0,13.0,16.1,100.09,Clear-OR-Cloudy,2017-10-09 13:00:00
6312,-79.4,43.63,2017.0,10,9,14:00:00,18.9,15.7,81.0,19.0,13.0,16.1,100.15,Clear-OR-Cloudy,2017-10-09 14:00:00
6313,-79.4,43.63,2017.0,10,9,16:00:00,18.6,16.3,86.0,25.0,9.0,16.1,100.29,Clear-OR-Cloudy,2017-10-09 16:00:00
6314,-79.4,43.63,2017.0,10,9,20:00:00,15.9,15.2,95.0,9.0,5.0,16.1,100.49,Clear-OR-Cloudy,2017-10-09 20:00:00
6315,-79.4,43.63,2017.0,10,9,22:00:00,16.7,15.9,95.0,29.0,8.0,16.1,100.65,Clear-OR-Cloudy,2017-10-09 22:00:00
6316,-79.4,43.63,2017.0,10,9,23:00:00,17.1,15.1,88.0,33.0,13.0,16.1,100.67,Clear-OR-Cloudy,2017-10-09 23:00:00
6317,-79.4,43.63,2017.0,10,10,00:00:00,15.9,14.7,92.0,30.0,8.0,16.1,100.71,Clear-OR-Cloudy,2017-10-10 00:00:00
6318,-79.4,43.63,2017.0,10,10,01:00:00,15.3,13.7,90.0,30.0,5.0,16.1,100.74,Clear-OR-Cloudy,2017-10-10 01:00:00
6319,-79.4,43.63,2017.0,10,10,02:00:00,14.9,14.0,94.0,28.0,8.0,16.1,100.77,Clear-OR-Cloudy,2017-10-10 02:00:00
6320,-79.4,43.63,2017.0,10,10,03:00:00,14.0,12.4,90.0,30.0,8.0,16.1,100.79,Clear-OR-Cloudy,2017-10-10 03:00:00
6321,-79.4,43.63,2017.0,10,10,04:00:00,13.8,13.0,95.0,26.0,11.0,16.1,100.85,Clear-OR-Cloudy,2017-10-10 04:00:00
6322,-79.4,43.63,2017.0,10,10,05:00:00,14.0,12.9,93.0,27.0,5.0,16.1,100.89,Clear-OR-Cloudy,2017-10-10 05:00:00
6323,-79.4,43.63,2017.0,10,10,06:00:00,14.4,12.6,89.0,31.0,8.0,16.1,100.95,Clear-OR-Cloudy,2017-10-10 06:00:00
6324,-79.4,43.63,2017.0,10,10,07:00:00,14.3,12.4,88.0,29.0,8.0,16.1,100.96,Clear-OR-Cloudy,2017-10-10 07:00:00
6325,-79.4,43.63,2017.0,10,10,08:00:00,16.9,12.1,73.0,29.0,5.0,16.1,101.03,Clear-OR-Cloudy,2017-10-10 08:00:00
6326,-79.4,43.63,2017.0,10,10,09:00:00,18.2,14.2,77.0,22.0,11.0,16.1,101.06,Clear-OR-Cloudy,2017-10-10 09:00:00
6327,-79.4,43.63,2017.0,10,10,10:00:00,17.6,13.5,76.0,24.0,9.0,16.1,101.08,Clear-OR-Cloudy,2017-10-10 10:00:00
6328,-79.4,43.63,2017.0,10,10,11:00:00,18.5,14.2,76.0,20.0,11.0,16.1,101.07,Clear-OR-Cloudy,2017-10-10 11:00:00
6329,-79.4,43.63,2017.0,10,10,12:00:00,18.8,15.6,81.0,21.0,11.0,16.1,101.09,Clear-OR-Cloudy,2017-10-10 12:00:00
6330,-79.4,43.63,2017.0,10,10,13:00:00,18.5,14.3,76.0,24.0,8.0,16.1,101.09,Clear-OR-Cloudy,2017-10-10 13:00:00
6331,-79.4,43.63,2017.0,10,10,14:00:00,20.0,14.8,72.0,19.0,8.0,16.1,101.07,Clear-OR-Cloudy,2017-10-10 14:00:00
6332,-79.4,43.63,2017.0,10,10,15:00:00,20.2,14.2,68.0,18.0,9.0,16.1,101.06,Clear-OR-Cloudy,2017-10-10 15:00:00
6333,-79.4,43.63,2017.0,10,10,17:00:00,20.5,10.1,51.0,33.0,17.0,16.1,101.1,Clear-OR-Cloudy,2017-10-10 17:00:00
6334,-79.4,43.63,2017.0,10,10,18:00:00,19.1,2.0,32.0,33.0,15.0,16.1,101.18,Clear-OR-Cloudy,2017-10-10 18:00:00
6335,-79.4,43.63,2017.0,10,10,19:00:00,18.1,3.2,37.0,34.0,15.0,16.1,101.22,Clear-OR-Cloudy,2017-10-10 19:00:00
6336,-79.4,43.63,2017.0,10,10,20:00:00,17.8,4.8,42.0,34.0,13.0,16.1,101.25,Clear-OR-Cloudy,2017-10-10 20:00:00
6337,-79.4,43.63,2017.0,10,10,21:00:00,16.8,5.8,48.0,32.0,8.0,16.1,101.3,Clear-OR-Cloudy,2017-10-10 21:00:00
6338,-79.4,43.63,2017.0,10,10,22:00:00,16.1,6.1,51.0,2.0,9.0,16.1,101.3,Clear-OR-Cloudy,2017-10-10 22:00:00
6339,-79.4,43.63,2017.0,10,11,00:00:00,15.1,6.7,57.0,34.0,11.0,16.1,101.27,Clear-OR-Cloudy,2017-10-11 00:00:00
6340,-79.4,43.63,2017.0,10,11,01:00:00,14.4,8.4,67.0,3.0,8.0,16.1,101.26,Clear-OR-Cloudy,2017-10-11 01:00:00
6341,-79.4,43.63,2017.0,10,11,02:00:00,14.5,8.3,66.0,2.0,9.0,16.1,101.25,Clear-OR-Cloudy,2017-10-11 02:00:00
6342,-79.4,43.63,2017.0,10,11,03:00:00,14.1,6.9,62.0,5.0,21.0,16.1,101.26,Clear-OR-Cloudy,2017-10-11 03:00:00
6343,-79.4,43.63,2017.0,10,11,04:00:00,13.6,5.8,59.0,5.0,26.0,16.1,101.25,Clear-OR-Cloudy,2017-10-11 04:00:00
6344,-79.4,43.63,2017.0,10,11,05:00:00,13.4,5.8,60.0,4.0,24.0,16.1,101.31,Clear-OR-Cloudy,2017-10-11 05:00:00
6345,-79.4,43.63,2017.0,10,11,06:00:00,12.7,6.3,65.0,5.0,21.0,16.1,101.38,Clear-OR-Cloudy,2017-10-11 06:00:00
6346,-79.4,43.63,2017.0,10,11,07:00:00,12.4,6.2,66.0,5.0,30.0,16.1,101.41,Clear-OR-Cloudy,2017-10-11 07:00:00
6347,-79.4,43.63,2017.0,10,11,08:00:00,11.8,6.3,69.0,5.0,39.0,16.1,101.44,Rain,2017-10-11 08:00:00
6348,-79.4,43.63,2017.0,10,11,09:00:00,11.8,5.8,67.0,5.0,32.0,16.1,101.45,Rain,2017-10-11 09:00:00
6349,-79.4,43.63,2017.0,10,11,10:00:00,11.5,4.4,62.0,4.0,32.0,16.1,101.48,Clear-OR-Cloudy,2017-10-11 10:00:00
6350,-79.4,43.63,2017.0,10,11,11:00:00,11.0,4.2,63.0,5.0,32.0,16.1,101.48,Clear-OR-Cloudy,2017-10-11 11:00:00
6351,-79.4,43.63,2017.0,10,11,12:00:00,10.9,3.8,61.0,5.0,24.0,16.1,101.51,Rain,2017-10-11 12:00:00
6352,-79.4,43.63,2017.0,10,11,13:00:00,11.2,4.5,63.0,5.0,30.0,16.1,101.42,Clear-OR-Cloudy,2017-10-11 13:00:00
6353,-79.4,43.63,2017.0,10,11,14:00:00,11.4,4.8,64.0,6.0,24.0,16.1,101.38,Clear-OR-Cloudy,2017-10-11 14:00:00
6354,-79.4,43.63,2017.0,10,11,15:00:00,10.8,4.1,63.0,4.0,32.0,16.1,101.33,Rain,2017-10-11 15:00:00
6355,-79.4,43.63,2017.0,10,11,16:00:00,10.5,4.5,66.0,5.0,26.0,16.1,101.36,Rain,2017-10-11 16:00:00
6356,-79.4,43.63,2017.0,10,11,17:00:00,9.9,5.4,74.0,2.0,11.0,16.1,101.45,Clear-OR-Cloudy,2017-10-11 17:00:00
6357,-79.4,43.63,2017.0,10,11,18:00:00,9.0,5.4,78.0,5.0,30.0,16.1,101.39,Rain,2017-10-11 18:00:00
6358,-79.4,43.63,2017.0,10,11,19:00:00,8.6,5.4,80.0,5.0,28.0,16.1,101.47,Clear-OR-Cloudy,2017-10-11 19:00:00
6359,-79.4,43.63,2017.0,10,11,20:00:00,8.4,5.4,81.0,5.0,34.0,16.1,101.48,Clear-OR-Cloudy,2017-10-11 20:00:00
6360,-79.4,43.63,2017.0,10,11,21:00:00,9.2,5.8,79.0,4.0,24.0,16.1,101.55,Clear-OR-Cloudy,2017-10-11 21:00:00
6361,-79.4,43.63,2017.0,10,11,22:00:00,8.9,4.8,75.0,4.0,30.0,16.1,101.57,Clear-OR-Cloudy,2017-10-11 22:00:00
6362,-79.4,43.63,2017.0,10,11,23:00:00,9.1,5.1,76.0,4.0,30.0,16.1,101.56,Clear-OR-Cloudy,2017-10-11 23:00:00
6363,-79.4,43.63,2017.0,10,12,00:00:00,10.6,6.2,74.0,5.0,32.0,16.1,101.53,Clear-OR-Cloudy,2017-10-12 00:00:00
6364,-79.4,43.63,2017.0,10,12,01:00:00,9.8,4.4,69.0,4.0,28.0,16.1,101.5,Clear-OR-Cloudy,2017-10-12 01:00:00
6365,-79.4,43.63,2017.0,10,12,02:00:00,10.6,5.6,71.0,5.0,30.0,16.1,101.52,Clear-OR-Cloudy,2017-10-12 02:00:00
6366,-79.4,43.63,2017.0,10,12,03:00:00,10.4,5.0,69.0,4.0,30.0,16.1,101.52,Clear-OR-Cloudy,2017-10-12 03:00:00
6367,-79.4,43.63,2017.0,10,12,04:00:00,10.1,5.3,72.0,5.0,32.0,16.1,101.52,Clear-OR-Cloudy,2017-10-12 04:00:00
6368,-79.4,43.63,2017.0,10,12,05:00:00,10.6,6.4,75.0,5.0,35.0,16.1,101.53,Clear-OR-Cloudy,2017-10-12 05:00:00
6369,-79.4,43.63,2017.0,10,12,06:00:00,10.9,6.6,74.0,5.0,41.0,16.1,101.55,Clear-OR-Cloudy,2017-10-12 06:00:00
6370,-79.4,43.63,2017.0,10,12,07:00:00,11.5,8.0,79.0,6.0,46.0,16.1,101.58,Clear-OR-Cloudy,2017-10-12 07:00:00
6371,-79.4,43.63,2017.0,10,12,08:00:00,11.8,8.7,81.0,6.0,43.0,16.1,101.65,Clear-OR-Cloudy,2017-10-12 08:00:00
6372,-79.4,43.63,2017.0,10,12,09:00:00,11.3,8.2,81.0,5.0,41.0,16.1,101.66,Clear-OR-Cloudy,2017-10-12 09:00:00
6373,-79.4,43.63,2017.0,10,12,10:00:00,11.7,9.1,84.0,6.0,43.0,16.1,101.66,Clear-OR-Cloudy,2017-10-12 10:00:00
6374,-79.4,43.63,2017.0,10,12,11:00:00,12.8,10.5,86.0,7.0,41.0,16.1,101.66,Clear-OR-Cloudy,2017-10-12 11:00:00
6375,-79.4,43.63,2017.0,10,12,12:00:00,13.4,11.5,88.0,6.0,39.0,16.1,101.63,Clear-OR-Cloudy,2017-10-12 12:00:00
6376,-79.4,43.63,2017.0,10,12,13:00:00,13.9,12.0,88.0,7.0,41.0,16.1,101.58,Clear-OR-Cloudy,2017-10-12 13:00:00
6377,-79.4,43.63,2017.0,10,12,14:00:00,14.4,12.3,87.0,6.0,37.0,16.1,101.54,Clear-OR-Cloudy,2017-10-12 14:00:00
6378,-79.4,43.63,2017.0,10,12,15:00:00,14.9,12.5,85.0,8.0,32.0,16.1,101.53,Clear-OR-Cloudy,2017-10-12 15:00:00
6379,-79.4,43.63,2017.0,10,12,16:00:00,14.9,12.6,86.0,8.0,26.0,16.1,101.54,Clear-OR-Cloudy,2017-10-12 16:00:00
